,idShow,idActor
309,84,3
310,84,4
311,85,283
312,85,284
313,85,285
314,85,286
315,85,287
316,85,288
317,86,289
318,86,290
319,86,291
320,89,292
321,89,293
322,89,294
323,89,295
324,89,296
325,89,297
326,92,140
327,92,298
328,92,141
329,92,142
330,92,143
331,92,299
332,93,300
333,93,301
334,94,302
335,94,179
336,94,186
337,94,303
338,94,304
339,94,305
340,95,306
341,95,307
342,95,308
343,95,309
344,95,310
345,95,311
346,97,312
347,97,313
348,97,314
349,97,315
350,97,316
351,99,317
352,99,318
353,99,319
354,99,320
355,99,321
356,99,322
357,100,323
358,100,324
359,100,325
360,100,326
361,100,327
362,100,328
363,101,329
364,101,330
365,101,331
366,101,332
367,101,333
368,101,334
369,106,335
370,106,336
371,106,337
372,106,338
373,107,339
374,107,340
375,107,341
376,107,342
377,107,343
378,107,344
379,109,234
380,109,289
381,109,345
382,109,346
383,109,347
384,109,348
385,110,349
386,110,350
387,110,351
388,110,352
389,110,353
390,110,354
391,111,355
392,111,356
393,111,357
394,111,358
395,111,359
396,112,360
397,112,361
398,112,362
399,112,363
400,112,364
401,112,365
402,113,366
403,113,367
404,113,368
405,113,369
406,113,370
407,114,371
408,114,372
409,114,373
410,114,374
411,114,375
412,114,376
413,115,377
414,115,378
415,116,130
416,116,131
417,117,188
418,117,189
419,117,191
420,117,193
421,117,379
422,117,380
423,119,381
424,119,382
425,119,383
426,120,384
427,120,385
428,120,386
429,120,387
430,120,388
431,120,389
432,121,390
433,121,391
434,121,392
435,121,393
436,121,103
437,121,394
438,122,395
439,122,396
440,122,290
441,122,397
442,122,398
443,122,399
444,123,118
445,123,400
446,123,401
447,123,402
448,123,403
449,123,404
450,124,144
451,124,74
452,124,405
453,124,406
454,124,407
455,124,408
456,125,409
457,125,410
458,126,411
459,126,412
460,126,413
461,126,414
462,128,415
463,128,416
464,128,417
465,128,418
466,128,419
467,128,420
468,130,421
469,130,422
470,130,423
471,130,424
472,130,425
473,130,426
474,131,427
475,131,428
476,131,429
477,131,430
478,131,431
479,131,76
480,133,432
481,133,433
482,133,434
483,133,241
484,134,3
485,134,5
486,135,435
487,135,436
488,135,437
489,135,438
490,135,439
491,135,440
492,137,441
493,137,442
494,137,443
495,137,444
496,137,445
497,137,446
498,138,441
499,138,447
500,138,444
501,138,443
502,138,448
503,138,449
504,140,450
505,140,451
506,140,452
507,140,453
508,140,454
509,140,455
510,144,456
511,144,457
512,144,458
513,144,459
514,144,460
515,144,461
516,145,462
517,145,463
518,145,3
519,145,464
520,147,465
521,147,466
522,147,467
523,147,249
524,148,235
525,148,236
526,148,3
527,148,1
528,148,2
529,148,468
530,149,2
531,149,469
532,149,236
533,151,470
534,151,10
535,151,11
536,151,471
537,151,472
538,151,12
539,152,473
540,152,474
541,152,475
542,152,476
543,152,477
544,152,478
545,156,10
546,156,147
547,156,479
548,156,480
549,156,481
550,156,482
551,159,483
552,159,484
553,159,485
554,159,486
555,159,289
556,159,487
557,160,488
558,160,316
559,161,194
560,161,489
561,161,490
562,161,289
563,161,491
564,161,315
565,162,472
566,162,492
567,162,493
568,162,494
569,162,495
570,162,496
571,163,9
572,163,10
573,163,11
574,163,12
575,168,497
576,168,254
577,168,498
578,168,499
579,168,500
580,168,279
581,171,501
582,171,502
583,171,503
584,171,504
585,171,505
586,172,506
587,172,507
588,172,198
589,172,508
590,172,509
591,172,510
592,173,339
593,173,340
594,173,341
595,173,344
596,173,511
597,173,343
598,174,512
599,174,513
600,174,514
601,181,235
602,181,4
603,181,3
604,181,237
605,181,515
606,182,516
607,182,320
608,182,517
609,182,518
610,182,519
611,182,520
612,183,140
613,183,141
614,183,142
615,184,234
616,184,289
617,184,345
618,184,346
619,184,347
620,184,348
621,185,521
622,185,522
623,185,523
624,185,524
625,185,525
626,185,526
627,186,527
628,186,528
629,186,529
630,186,530
631,186,531
632,186,532
633,187,533
634,187,534
635,187,535
636,187,536
637,187,537
638,187,538
639,189,268
640,189,539
641,189,540
642,189,541
643,189,542
644,189,543
645,191,544
646,191,545
647,191,546
648,191,547
649,191,548
650,192,231
651,192,232
652,192,230
653,192,229
654,193,549
655,193,550
656,194,551
657,194,61
658,194,552
659,194,553
660,194,62
661,194,554
662,195,555
663,195,556
664,195,557
665,195,558
666,195,559
667,195,560
668,196,561
669,196,562
670,196,563
671,196,491
672,196,564
673,196,565
674,197,566
675,197,567
676,197,568
677,197,569
678,197,570
679,197,571
680,198,572
681,198,573
682,198,574
683,198,575
684,198,576
685,198,577
686,199,578
687,199,284
688,199,579
689,199,580
690,199,581
691,199,582
692,203,583
693,203,584
694,203,585
695,203,586
696,203,315
697,203,563
698,204,587
699,204,114
700,204,588
701,204,589
702,204,590
703,204,591
704,205,592
705,205,593
706,205,594
707,205,595
708,205,596
709,205,597
710,207,598
711,207,599
712,207,600
713,207,601
714,207,602
715,207,603
716,208,604
717,208,605
718,208,606
719,208,607
720,209,608
721,209,609
722,209,610
723,209,611
724,209,612
725,209,613
726,210,399
727,210,614
728,210,615
729,210,249
730,210,616
731,210,617
732,211,618
733,211,619
734,211,620
735,211,621
736,211,622
737,211,623
738,213,624
739,213,625
740,213,626
741,213,627
742,214,628
743,214,629
744,214,630
745,214,631
746,214,632
747,214,633
748,215,634
749,215,635
750,215,636
751,215,637
752,215,638
753,215,639
754,217,640
755,217,641
756,217,642
757,217,643
758,219,644
759,219,645
760,219,646
761,220,647
762,220,487
763,220,648
764,220,649
765,220,234
766,220,466
767,221,650
768,221,651
769,221,652
770,221,653
771,221,654
772,221,655
773,222,656
774,222,657
775,222,658
776,222,659
777,222,660
778,224,656
779,224,657
780,224,661
781,224,659
782,224,662
783,224,658
784,225,428
785,225,430
786,225,429
787,225,431
788,225,663
789,225,664
790,226,665
791,226,666
792,226,667
793,226,668
794,226,669
795,227,421
796,227,422
797,227,423
798,227,424
799,227,425
800,227,426
801,228,670
802,228,375
803,228,671
804,228,449
805,229,672
806,229,673
807,229,674
808,229,675
809,229,676
810,229,677
811,234,678
812,234,679
813,234,680
814,234,681
815,234,682
816,234,683
817,235,684
818,235,685
819,235,686
820,236,687
821,236,688
822,236,689
823,236,690
824,236,691
825,236,692
826,237,693
827,237,694
828,238,695
829,238,696
830,238,697
831,238,698
832,238,699
833,238,1
834,239,700
835,239,701
836,239,702
837,240,703
838,240,704
839,240,705
840,240,706
841,240,707
842,240,708
843,242,323
844,242,709
845,242,710
846,242,711
847,242,712
848,243,713
849,243,714
850,243,715
851,244,716
852,244,717
853,244,241
854,244,718
855,244,719
856,244,720
857,247,721
858,247,722
859,247,723
860,247,724
861,247,441
862,247,725
863,248,726
864,248,727
865,248,728
866,248,427
867,248,729
868,248,730
869,249,731
870,249,732
871,249,733
872,249,734
873,249,735
874,249,736
875,250,737
876,250,738
877,250,739
878,250,740
879,250,741
880,250,496
881,252,742
882,252,743
883,252,5
884,252,744
885,252,745
886,252,746
887,253,747
888,253,748
889,253,373
890,254,749
891,254,750
892,254,751
893,254,752
894,255,753
895,255,754
896,255,755
897,255,756
898,255,757
899,255,758
900,256,759
901,256,760
902,256,761
903,256,762
904,256,763
905,256,764
906,257,765
907,257,766
908,257,767
909,257,768
910,257,769
911,257,770
912,258,771
913,258,766
914,258,769
915,258,772
916,258,773
917,258,774
918,259,775
919,259,776
920,259,777
921,259,778
922,259,779
923,260,780
924,260,781
925,260,782
926,260,783
927,260,784
928,260,785
929,262,786
930,262,787
931,262,788
932,262,789
933,262,790
934,262,791
935,265,792
936,265,793
937,265,794
938,265,795
939,265,5
940,265,796
941,267,797
942,267,798
943,267,799
944,267,800
945,267,801
946,267,802
947,268,803
948,268,804
949,268,805
950,268,806
951,268,807
952,268,808
953,270,809
954,270,810
955,270,811
956,270,812
957,270,813
958,270,814
959,271,815
960,271,816
961,271,817
962,271,818
963,271,229
964,272,188
965,272,103
966,272,819
967,272,820
968,272,821
969,272,238
970,273,822
971,273,823
972,273,265
973,273,824
974,275,825
975,275,826
976,275,827
977,275,828
978,275,829
979,275,830
980,276,831
981,276,832
982,276,833
983,278,834
984,278,835
985,278,836
986,278,837
987,278,838
988,279,839
989,279,445
990,279,840
991,279,841
992,279,246
993,279,842
994,279,843
995,281,844
996,281,845
997,281,846
998,281,847
999,281,848
1000,281,849
1001,282,850
1002,282,851
1003,282,852
1004,282,853
1005,282,854
1006,283,456
1007,283,457
1008,283,855
1009,283,459
1010,284,856
1011,284,857
1012,284,858
1013,284,859
1014,284,860
1015,284,861
1016,287,231
1017,287,232
1018,287,230
1019,287,229
1020,287,233
1021,288,862
1022,288,863
1023,288,864
1024,288,865
1025,288,866
1026,288,867
1027,289,868
1028,289,869
1029,289,870
1030,289,871
1031,292,872
1032,292,873
1033,292,874
1034,292,875
1035,292,876
1036,293,877
1037,293,878
1038,293,879
1039,293,880
1040,293,881
1041,293,882
1042,295,803
1043,295,883
1044,295,884
1045,295,885
1046,295,886
1047,296,803
1048,296,887
1049,296,883
1050,296,885
1051,296,886
1052,296,888
1053,297,889
1054,297,64
1055,297,697
1056,297,890
1057,297,696
1058,297,891
1059,298,892
1060,298,893
1061,298,894
1062,298,895
1063,298,896
1064,298,897
1065,299,898
1066,299,899
1067,299,44
1068,299,900
1069,299,901
1070,299,692
1071,300,902
1072,300,903
1073,300,904
1074,300,905
1075,300,906
1076,300,907
1077,302,908
1078,302,909
1079,302,910
1080,302,911
1081,302,242
1082,302,912
1083,303,86
1084,303,713
1085,303,913
1086,303,442
1087,303,571
1088,303,912
1089,306,914
1090,306,915
1091,306,916
1092,306,917
1093,306,918
1094,306,919
1095,310,920
1096,310,921
1097,310,922
1098,310,923
1099,310,924
1100,312,925
1101,312,926
1102,312,671
1103,312,927
1104,312,928
1105,312,929
1106,313,930
1107,313,931
1108,313,932
1109,313,933
1110,313,934
1111,313,459
1112,314,103
1113,314,935
1114,314,936
1115,314,937
1116,314,938
1117,314,939
1118,315,940
1119,315,941
1120,315,942
1121,315,943
1122,315,944
1123,315,945
1124,316,946
1125,316,947
1126,316,948
1127,317,949
1128,317,467
1129,317,950
1130,317,951
1131,317,952
1132,317,953
1133,319,954
1134,319,955
1135,319,539
1136,319,956
1137,319,957
1138,319,958
1139,322,959
1140,322,390
1141,322,239
1142,322,960
1143,322,317
1144,322,961
1145,327,962
1146,327,963
1147,327,964
1148,327,965
1149,327,966
1150,327,967
1151,328,968
1152,328,969
1153,328,970
1154,328,971
1155,328,472
1156,328,972
1157,329,724
1158,329,684
1159,329,973
1160,329,974
1161,329,975
1162,329,976
1163,334,977
1164,334,103
1165,334,978
1166,334,979
1167,334,980
1168,334,981
1169,335,339
1170,335,340
1171,335,341
1172,335,344
1173,335,982
1174,335,983
1175,341,984
1176,341,985
1177,341,986
1178,341,987
1179,341,988
1180,341,398
1181,342,989
1182,342,990
1183,342,991
1184,342,267
1185,342,670
1186,342,992
1187,343,993
1188,343,994
1189,343,995
1190,343,996
1191,343,997
1192,343,998
1193,344,999
1194,344,1000
1195,344,664
1196,344,166
1197,344,143
1198,344,910
1199,345,1001
1200,345,1002
1201,345,1003
1202,345,1004
1203,345,1005
1204,345,1006
1205,346,475
1206,346,1007
1207,347,1008
1208,347,1009
1209,347,1010
1210,347,1011
1211,347,144
1212,347,1012
1213,348,1013
1214,348,1014
1215,348,1015
1216,348,1016
1217,348,1017
1218,348,1018
1219,349,1019
1220,349,1020
1221,349,1021
1222,349,1022
1223,349,1023
1224,349,1024
1225,350,1025
1226,350,1026
1227,350,1027
1228,350,1028
1229,350,1029
1230,350,1030
1231,351,390
1232,351,1031
1233,351,1032
1234,351,177
1235,351,1033
1236,351,1034
1237,352,1026
1238,352,1035
1239,352,1036
1240,352,1037
1241,352,1038
1242,352,1039
1243,354,1040
1244,354,1041
1245,354,1042
1246,354,1043
1247,354,1044
1248,354,321
1249,356,1045
1250,356,1046
1251,356,1047
1252,356,1048
1253,357,1049
1254,357,1050
1255,357,1051
1256,357,1052
1257,357,1053
1258,357,1054
1259,359,392
1260,359,53
1261,359,660
1262,359,1055
1263,359,1056
1264,359,1057
1265,360,392
1266,360,1058
1267,360,1059
1268,360,1060
1269,360,1061
1270,360,1062
1271,362,0
1272,362,236
1273,362,3
1274,362,1
1275,362,2
1276,363,1063
1277,363,1064
1278,363,273
1279,363,587
1280,363,276
1281,363,1065
1282,364,1066
1283,364,1067
1284,364,1068
1285,364,1069
1286,364,1070
1287,364,1071
1288,365,1066
1289,365,1067
1290,365,1068
1291,365,1069
1292,365,1072
1293,365,1071
1294,366,968
1295,366,1073
1296,366,1074
1297,370,959
1298,370,1075
1299,370,1076
1300,370,1077
1301,370,1078
1302,370,1079
1303,371,63
1304,371,67
1305,371,66
1306,371,64
1307,372,1080
1308,372,1081
1309,372,1082
1310,372,238
1311,372,1083
1312,372,1084
1313,373,1085
1314,373,1086
1315,373,444
1316,373,458
1317,373,1087
1318,373,1088
1319,374,162
1320,374,164
1321,374,1089
1322,374,1090
1323,374,163
1324,374,1091
1325,375,162
1326,375,163
1327,375,164
1328,375,65
1329,375,1092
1330,375,165
1331,376,229
1332,376,274
1333,376,230
1334,376,562
1335,376,435
1336,376,1093
1337,377,964
1338,377,967
1339,377,1094
1340,377,1095
1341,377,1096
1342,378,1097
1343,378,1098
1344,378,739
1345,378,1099
1346,378,1100
1347,378,1064
1348,383,88
1349,383,78
1350,383,86
1351,383,87
1352,383,90
1353,385,954
1354,385,955
1355,385,319
1356,385,967
1357,385,458
1358,385,1101
1359,386,886
1360,386,1102
1361,386,913
1362,386,1103
1363,386,1104
1364,386,1105
1365,387,1106
1366,387,1107
1367,387,1108
1368,387,1109
1369,387,1110
1370,387,1111
1371,389,1112
1372,389,1113
1373,389,1114
1374,389,1115
1375,389,1116
1376,389,1117
1377,391,1118
1378,391,1119
1379,391,1120
1380,391,437
1381,391,1121
1382,393,1122
1383,393,1123
1384,393,1124
1385,393,1125
1386,393,1126
1387,394,1127
1388,394,1128
1389,394,1129
1390,394,1130
1391,394,1131
1392,394,1132
1393,396,427
1394,396,428
1395,396,429
1396,396,430
1397,396,431
1398,396,76
1399,397,1133
1400,397,1134
1401,397,1135
1402,397,1136
1403,397,1137
1404,397,1138
1405,398,452
1406,398,1139
1407,399,240
1408,399,1140
1409,399,1141
1410,399,197
1411,399,1142
1412,399,1143
1413,401,360
1414,401,1144
1415,401,1145
1416,401,1146
1417,401,1147
1418,401,1148
1419,405,9
1420,405,10
1421,405,11
1422,405,12
1423,406,1149
1424,406,1150
1425,406,1151
1426,406,1152
1427,406,1153
1428,406,1154
1429,408,1155
1430,408,807
1431,408,1156
1432,408,1157
1433,408,1158
1434,408,744
1435,412,647
1436,412,1159
1437,412,418
1438,412,1160
1439,412,1161
1440,412,1162
1441,413,1163
1442,413,1164
1443,413,1165
1444,413,1166
1445,413,1167
1446,413,1168
1447,414,1169
1448,414,1170
1449,414,1171
1450,414,1172
1451,414,1173
1452,414,1174
1453,415,1175
1454,415,1176
1455,415,1177
1456,415,1178
1457,415,1179
1458,415,1180
1459,416,1181
1460,416,1182
1461,416,1183
1462,416,1184
1463,416,1185
1464,416,1186
1465,417,1181
1466,417,1187
1467,417,1188
1468,417,1189
1469,417,1185
1470,417,1186
1471,420,349
1472,420,721
1473,420,1190
1474,420,819
1475,420,1191
1476,420,1192
1477,421,1193
1478,421,1194
1479,421,1195
1480,421,1196
1481,421,1197
1482,421,1198
1483,423,1199
1484,423,1200
1485,423,1201
1486,423,1202
1487,423,88
1488,423,1175
1489,425,402
1490,425,277
1491,425,1203
1492,425,1204
1493,425,1205
1494,425,1206
1495,426,1207
1496,426,1208
1497,427,467
1498,427,249
1499,427,466
1500,428,1209
1501,428,1210
1502,428,948
1503,428,1211
1504,428,1212
1505,428,1213
1506,429,1214
1507,429,1215
1508,431,1216
1509,431,1217
1510,431,1218
1511,431,1219
1512,431,1220
1513,431,283
1514,432,1221
1515,432,1222
1516,432,1223
1517,432,1224
1518,432,1225
1519,432,1226
1520,433,1207
1521,433,1208
1522,433,1227
1523,437,428
1524,437,1228
1525,437,1229
1526,437,728
1527,437,1230
1528,437,1231
1529,438,1207
1530,438,1208
1531,441,1232
1532,441,118
1533,441,1233
1534,441,739
1535,441,1234
1536,441,1235
1537,442,1236
1538,442,1237
1539,442,1238
1540,442,1239
1541,442,923
1542,442,1240
1543,444,1241
1544,444,1242
1545,444,1243
1546,444,1244
1547,444,1245
1548,444,1246
1549,454,921
1550,454,922
1551,454,1247
1552,454,1248
1553,454,1249
1554,454,1250
1555,458,44
1556,458,1251
1557,458,1252
1558,458,1253
1559,458,45
1560,458,46
1561,461,349
1562,461,1254
1563,461,1255
1564,461,1256
1565,461,353
1566,461,1257
1567,463,1258
1568,463,1259
1569,466,91
1570,466,1260
1571,467,1261
1572,467,1262
1573,467,1110
1574,467,1263
1575,467,1264
1576,467,1265
1577,470,1266
1578,470,1267
1579,470,449
1580,470,109
1581,470,1117
1582,470,1268
1583,471,1269
1584,471,1270
1585,471,1271
1586,471,1272
1587,471,1273
1588,471,1274
1589,473,188
1590,473,189
1591,473,191
1592,473,1238
1593,473,193
1594,473,190
1595,474,746
1596,474,1275
1597,475,935
1598,475,1276
1599,475,1277
1600,475,1278
1601,475,1279
1602,475,1280
1603,476,1281
1604,476,1282
1605,476,1283
1606,476,1284
1607,476,1285
1608,476,1286
1609,477,428
1610,477,188
1611,477,189
1612,477,191
1613,477,430
1614,477,193
1615,478,935
1616,478,1276
1617,478,1280
1618,478,1278
1619,478,976
1620,478,1279
1621,480,1287
1622,480,1288
1623,480,1289
1624,480,1290
1625,480,1291
1626,481,976
1627,481,1292
1628,481,87
1629,481,1277
1630,481,1293
1631,481,935
1632,482,470
1633,482,10
1634,482,11
1635,482,1216
1636,482,1294
1637,482,1295
1638,483,102
1639,483,1296
1640,483,787
1641,483,1297
1642,483,1298
1643,483,1110
1644,484,1299
1645,484,1300
1646,484,1301
1647,484,1302
1648,484,525
1649,484,524
1650,485,1181
1651,485,1303
1652,485,1304
1653,485,1189
1654,485,1305
1655,485,1185
1656,486,1306
1657,486,1307
1658,486,1308
1659,486,1309
1660,486,1310
1661,486,1311
1662,487,1312
1663,487,1313
1664,487,1314
1665,487,1315
1666,487,1316
1667,488,86
1668,488,78
1669,488,88
1670,488,87
1671,488,1317
1672,488,1318
1673,489,91
1674,489,1319
1675,489,1320
1676,489,1321
1677,489,1322
1678,489,1323
1679,490,91
1680,490,1324
1681,490,1325
1682,490,1323
1683,490,1326
1684,491,1327
1685,491,1328
1686,491,1329
1687,491,423
1688,491,254
1689,491,1330
1690,492,1331
1691,492,1332
1692,492,1333
1693,492,968
1694,492,1334
1695,492,1335
1696,493,1336
1697,493,1337
1698,493,660
1699,493,895
1700,493,1338
1701,493,1333
1702,494,857
1703,494,1339
1704,494,1340
1705,494,238
1706,494,2
1707,494,1341
1708,498,459
1709,498,118
1710,498,1342
1711,498,1343
1712,498,254
1713,498,1344
1714,499,487
1715,499,1345
1716,499,1346
1717,499,649
1718,499,234
1719,499,466
1720,500,1347
1721,500,1348
1722,500,375
1723,500,1349
1724,500,5
1725,500,1121
1726,501,1347
1727,501,375
1728,501,1349
1729,501,5
1730,501,1350
1731,501,1348
1732,503,1351
1733,503,1314
1734,503,1352
1735,503,1353
1736,508,1354
1737,508,1355
1738,508,1356
1739,508,1357
1740,508,1358
1741,512,1359
1742,512,1360
1743,512,1361
1744,512,1362
1745,512,452
1746,512,1363
1747,519,1364
1748,519,1365
1749,519,1366
1750,519,1367
1751,519,1368
1752,519,1369
1753,520,1370
1754,520,1371
1755,520,1372
1756,520,1373
1757,520,1374
1758,520,1375
1759,521,1376
1760,521,1377
1761,521,1378
1762,521,1379
1763,521,840
1764,521,445
1765,522,1380
1766,522,977
1767,522,1381
1768,522,459
1769,522,1382
1770,522,1383
1771,523,1384
1772,523,1385
1773,523,1386
1774,523,1387
1775,523,1388
1776,523,1389
1777,524,1390
1778,524,1391
1779,524,1392
1780,524,1393
1781,524,1394
1782,524,1395
1783,525,1396
1784,525,1397
1785,525,1398
1786,525,1399
1787,529,277
1788,529,279
1789,529,1400
1790,529,280
1791,529,1401
1792,529,1402
1793,530,1403
1794,530,51
1795,530,1404
1796,530,1405
1797,530,1406
1798,530,1238
1799,531,1407
1800,531,1408
1801,531,1409
1802,531,1410
1803,531,1297
1804,531,1411
1805,534,1412
1806,534,1413
1807,534,1414
1808,534,1415
1809,534,1416
1810,534,1417
1811,537,1418
1812,537,1419
1813,537,498
1814,537,1420
1815,537,1421
1816,537,1422
1817,538,1423
1818,538,1424
1819,538,1425
1820,538,1426
1821,538,1427
1822,538,1428
1823,539,1423
1824,539,1424
1825,539,1429
1826,539,1425
1827,539,1426
1828,539,1427
1829,547,1079
1830,547,1430
1831,547,1431
1832,547,1432
1833,547,958
1834,547,1433
1835,551,1097
1836,551,1434
1837,551,1435
1838,551,1436
1839,551,1362
1840,551,1437
1841,555,126
1842,555,125
1843,555,1438
1844,555,1117
1845,558,2
1846,558,5
1847,558,235
1848,558,4
1849,558,3
1850,558,237
1851,560,1439
1852,560,1440
1853,561,1441
1854,561,1442
1855,561,1443
1856,561,125
1857,561,1444
1858,561,1445
1859,562,1446
1860,562,1447
1861,562,1448
1862,562,1449
1863,562,1450
1864,562,1451
1865,576,657
1866,576,1452
1867,577,1453
1868,577,1439
1869,577,1454
1870,577,1455
1871,577,1456
1872,577,1457
1873,578,1458
1874,578,1459
1875,578,1460
1876,582,1439
1877,582,91
1878,582,92
1879,583,1461
1880,583,1462
1881,583,1056
1882,583,1140
1883,583,1463
1884,583,1464
1885,586,1465
1886,586,1439
1887,588,1466
1888,588,501
1889,588,502
1890,588,503
1891,588,504
1892,588,505
1893,589,1467
1894,589,1468
1895,589,1469
1896,589,1470
1897,589,1471
1898,589,1472
1899,591,1473
1900,591,1474
1901,591,1475
1902,591,1476
1903,591,1477
1904,591,1478
1905,592,1479
1906,592,1480
1907,592,1481
1908,592,1482
1909,592,1483
1910,592,1484
1911,593,1071
1912,593,1485
1913,593,1486
1914,593,1487
1915,593,1488
1916,593,1489
1917,594,1490
1918,594,1491
1919,594,1492
1920,594,1493
1921,594,1494
1922,594,319
1923,595,1495
1924,595,1496
1925,595,1497
1926,595,1498
1927,595,1499
1928,595,1500
1929,596,1501
1930,596,1502
1931,596,1503
1932,596,1504
1933,596,1013
1934,596,1505
1935,597,1031
1936,597,1506
1937,597,1507
1938,597,1508
1939,597,1509
1940,597,1510
1941,599,1511
1942,599,1512
1943,599,518
1944,599,1513
1945,599,1514
1946,599,1515
1947,600,1516
1948,600,1517
1949,600,1518
1950,600,1519
1951,600,1520
1952,602,283
1953,602,286
1954,602,1521
1955,602,288
1956,602,287
1957,602,1522
1958,603,1523
1959,603,239
1960,603,1524
1961,603,1525
1962,603,1526
1963,603,1527
1964,604,86
1965,604,78
1966,604,88
1967,604,87
1968,604,1528
1969,604,567
1970,605,1529
1971,605,1530
1972,605,1344
1973,605,1531
1974,605,1532
1975,605,1533
1976,606,980
1977,606,1534
1978,606,1535
1979,606,1536
1980,606,1537
1981,606,1538
1982,607,1539
1983,607,667
1984,607,1540
1985,607,1541
1986,607,525
1987,607,1542
1988,608,1543
1989,608,1544
1990,608,1545
1991,608,1546
1992,608,1547
1993,608,1548
1994,609,1549
1995,609,1550
1996,609,1343
1997,609,1551
1998,609,1552
1999,609,1553
2000,610,1554
2001,610,1555
2002,610,1556
2003,610,1557
2004,611,1194
2005,611,1193
2006,611,1558
2007,611,617
2008,611,1559
2009,611,1196
2010,614,1560
2011,614,1554
2012,614,1561
2013,614,1562
2014,614,1563
2015,616,315
2016,616,323
2017,616,563
2018,616,1564
2019,616,1565
2020,616,1566
2021,617,315
2022,617,323
2023,617,1567
2024,617,1565
2025,617,1568
2026,617,1569
2027,618,794
2028,618,1570
2029,618,1571
2030,618,793
2031,618,315
2032,618,5
2033,619,1112
2034,619,1114
2035,619,1115
2036,619,315
2037,619,1572
2038,620,1573
2039,620,1574
2040,620,1575
2041,620,1576
2042,620,1296
2043,621,1577
2044,621,1578
2045,622,1579
2046,622,1580
